7,0.95,8,0.05,,,,
7,0.9,19,0.1,,,,
7,0.9,19,0.1,,,,
7,0.8,19,0.025,22,0.025,25,0.15
7,0.95,8,0.05,,,,
7,0.9,8,0.3,22,0.2,,
7,0.8,8,0.1,9,0.1,,
7,0.8,19,0.15,22,0.05,,
7,0.8,19,0.15,22,0.05,,
7,0.85,19,0.1,22,0.05,,
7,0.5,25,0.45,19,0.025,22,0.025
7,0.65,6,0.25,22,0.08,19,0.02
7,0.9,19,0.05,22,0.05,,
7,0.6,19,0.1,22,0.05,25,0.25
7,0.6,19,0.05,25,0.35,,
7,0.9,19,0.05,22,0.05,,
7,0.5,8,0.1,25,0.4,,
7,0.8,3,0.1,19,0.1,,
7,0.85,19,0.1,22,0.05,,
7,0.9,19,0.05,22,0.05,,
7,0.8,1,0.05,3,0.1,22,0.05
7,0.85,19,0.1,22,0.05,,
7,0.5,25,0.5,,,,
7,0.8,8,0.1,22,0.1,,
7,0.9,19,0.08,22,0.02,,
7,0.7,19,0.05,6,0.2,22,0.05
7,0.6,25,0.35,22,0.05,,
7,0.9,19,0.1,,,,
7,0.95,8,0.05,,,,
7,0.9,22,0.1,,,,
7,0.6,25,0.4,,,,
7,0.9,19,0.1,,,,
7,0.6,25,0.4,,,,
7,0.8,8,0.15,22,0.05,,
7,0.7,25,0.2,8,0.1,,
7,0.7,6,0.25,19,0.05,,
7,0.85,6,0.1,19,0.05,,
7,0.7,25,0.25,22,0.05,,
7,0.8,19,0.2,,,,
7,0.8,8,0.15,22,0.05,,
7,0.75,25,0.25,,,,
7,0.9,8,0.1,,,,
7,0.95,8,0.05,,,,
7,0.95,8,0.05,,,,
7,0.9,16,0.1,,,,
7,0.95,21,0.05,,,,
7,0.8,19,0.05,3,0.15,,
7,0.5,25,0.5,,,,
7,0.5,25,0.5,,,,
7,0.5,25,0.5,,,,
7,0.85,22,0.15,,,,
7,0.9,19,0.1,,,,
7,0.7,25,0.25,19,0.05,,
7,0.95,19,0.05,,,,
7,0.98,19,0.02,,,,
7,0.95,19,0.05,,,,
7,0.8,19,0.1,8,0.1,,
7,0.9,19,0.1,,,,
7,0.9,19,0.1,,,,
7,0.88,19,0.12,,,,
7,0.98,22,0.02,,,,
7,0.85,19,0.1,22,0.05,,
7,0.9,19,0.08,22,0.02,,
7,0.99,19,0.01,,,,
7,0.85,19,0.1,22,0.05,,
7,0.9,19,0.1,,,,
7,0.9,8,0.1,,,,
7,0.85,19,0.1,22,0.05,,
7,0.85,8,0.15,,,,
7,0.85,25,0.15,,,,
7,0.6,25,0.4,,,,
7,0.8,22,0.15,19,0.05,,
7,0.9,19,0.1,,,,
7,0.9,19,0.05,10,0.05,,
7,0.85,19,0.1,22,0.05,,
7,0.9,19,0.1,,,,
7,0.8,19,0.15,22,0.05,,
7,0.85,19,0.15,,,,
7,0.8,8,0.15,19,0.05,,
7,0.9,19,0.08,22,0.02,,
7,0.95,8,0.05,,,,
7,0.8,22,0.15,19,0.05,,
7,0.7,8,0.1,25,0.2,,
7,0.6,25,0.4,,,,
7,0.4,2,0.2,3,0.2,25,0.2
7,0.8,8,0.1,19,0.05,22,0.05
7,0.5,2,0.2,3,0.2,25,0.1
7,0.5,8,0.3,25,0.2,,
7,0.6,25,0.3,8,0.05,22,0.05
7,0.6,25,0.3,22,0.1,,
7,0.5,19,0.05,25,0.45,,
7,0.6,6,0.3,9,0.1,,
7,0.5,27,0.5,,,,
7,0.5,25,0.4,19,0.1,,
7,0.7,22,0.25,19,0.05,,
7,0.65,27,0.3,19,0.05,,
7,0.6,8,0.4,,,,
7,0.6,8,0.4,,,,
7,0.75,19,0.15,22,0.1,,
7,0.8,15,0.2,,,,
