19,1,,,,,,
19,1,,,,,,
19,0.2,1,0.7,22,0.1,,
19,1,,,,,,
19,1,,,,,,
19,1,,,,,,
19,1,,,,,,
19,1,,,,,,
19,1,,,,,,
19,1,,,,,,
19,1,,,,,,
19,1,,,,,,
19,1,,,,,,
19,1,,,,,,
19,1,,,,,,
19,1,,,,,,
19,1,,,,,,
19,1,,,,,,
19,1,,,,,,
19,1,,,,,,
19,1,,,,,,
19,1,,,,,,
19,1,,,,,,
19,1,,,,,,
19,1,,,,,,
19,1,,,,,,
19,1,,,,,,
19,1,,,,,,
19,1,,,,,,
19,1,,,,,,
19,1,,,,,,
19,1,,,,,,
19,1,,,,,,
19,1,,,,,,
19,1,,,,,,
19,1,,,,,,
19,1,,,,,,
19,1,,,,,,
19,1,,,,,,
19,1,,,,,,
19,1,,,,,,
19,1,,,,,,
19,1,,,,,,
19,1,,,,,,
19,1,,,,,,
19,1,,,,,,
19,1,,,,,,
19,0.2,8,0.7,22,0.1,,
19,0.1,1,0.35,13,0.55,,
19,1,,,,,,
19,1,,,,,,
19,0.5,22,0.5,,,,
19,0.35,1,0.65,,,,
19,0.15,4,0.85,,,,
19,0.15,2,0.7,9,0.15,,
19,0.85,1,0.15,,,,
19,1,,,,,,
19,0.15,20,0.7,22,0.15,,
19,0.2,2,0.8,,,,
19,1,,,,,,
19,0.1,11,0.7,22,0.2,,
19,0.15,1,0.7,3,0.1,22,0.05
19,0.6,22,0.4,,,,
19,1,,,,,,
19,0.2,9,0.05,22,0.05,26,0.7
19,0.05,18,0.8,22,0.15,,
19,0.2,4,0.6,22,0.2,,
19,1,,,,,,
19,1,,,,,,
19,1,,,,,,
19,1,,,,,,
19,0.15,22,0.85,,,,
19,0.2,13,0.8,,,,
19,0.2,1,0.7,22,0.1,,
19,1,,,,,,
19,0.1,4,0.5,22,0.4,,
19,1,,,,,,
19,0.45,8,0.55,,,,
19,1,,,,,,
19,0.2,1,0.8,,,,
19,1,,,,,,
19,0.1,25,0.9,,,,
19,0.1,1,0.1,8,0.65,22,0.15
19,0.15,25,0.55,26,0.3,,
19,1,,,,,,
19,0.1,5,0.9,,,,
19,0.8,22,0.2,,,,
19,0.2,2,0.8,,,,
19,0.2,22,0.8,,,,
19,1,,,,,,
19,0.2,4,0.8,,,,
19,0.25,3,0.75,,,,
19,0.1,11,0.7,9,0.1,22,0.1
19,0.1,1,0.7,22,0.2,,
19,1,,,,,,
19,1,,,,,,
19,0.2,1,0.1,3,0.7,,
19,1,,,,,,
19,0.2,5,0.8,,,,
19,0.6,22,0.4,,,,
