26,1,,,,,,
8,0.5,26,0.5,,,,
8,0.7,26,0.3,,,,
1,0.5,26,0.5,,,,
1,0.3,26,0.7,,,,
3,0.3,22,0.2,26,0.5,,
1,0.2,8,0.6,26,0.2,,
1,0.3,8,0.35,26,0.35,,
1,0.35,8,0.35,26,0.35,,
1,0.35,8,0.35,26,0.35,,
1,0.35,8,0.3,26,0.35,,
1,0.2,19,0.2,26,0.4,28,0.2
1,0.2,8,0.4,26,0.4,,
8,0.34,9,0.32,26,0.34,,
1,0.5,24,0.2,26,0.3,,
1,0.3,8,0.4,26,0.4,,
1,0.1,8,0.8,26,0.1,,
1,0.15,19,0.1,25,0.35,26,0.4
1,0.45,22,0.1,26,0.45,,
1,0.15,20,0.25,26,0.6,,
26,1,,,,,,
26,1,,,,,,
19,0.1,26,0.9,,,,
8,0.2,9,0.3,26,0.5,,
26,1,,,,,,
26,1,,,,,,
26,1,,,,,,
1,0.3,2,0.3,26,0.4,,
1,0.4,26,0.6,,,,
1,0.5,26,0.5,,,,
1,0.65,26,0.35,,,,
8,0.5,26,0.5,,,,
22,0.2,24,0.4,26,0.4,,
26,1,,,,,,
8,0.5,26,0.5,,,,
1,0.2,9,0.1,22,0.1,26,0.6
8,0.5,26,0.5,,,,
8,0.6,26,0.4,,,,
8,0.4,26,0.6,,,,
19,0.1,26,0.9,,,,
26,1,,,,,,
26,1,,,,,,
8,0.5,26,0.5,,,,
8,0.45,26,0.55,,,,
8,0.55,26,0.45,,,,
8,0.5,26,0.5,,,,
8,0.5,26,0.5,,,,
1,0.2,22,0.2,26,0.6,,
1,0.2,2,0.3,22,0.1,26,0.5
1,0.35,22,0.3,26,0.35,,
2,0.7,26,0.3,,,,
2,0.6,26,0.4,,,,
2,0.8,26,0.2,,,,
2,0.6,26,0.4,,,,
2,0.7,26,0.3,,,,
1,0.7,26,0.3,,,,
1,0.5,26,0.5,,,,
1,0.6,26,0.3,28,0.1,,
1,0.5,26,0.5,,,,
1,0.4,26,0.6,,,,
26,1,,,,,,
2,0.15,26,0.85,,,,
26,0.2,28,0.8,,,,
2,0.5,26,0.5,,,,
2,0.5,26,0.5,,,,
26,1,,,,,,
1,0.6,26,0.4,,,,
2,0.9,26,0.1,,,,
2,0.85,26,0.15,,,,
2,0.85,26,0.15,,,,
26,1,,,,,,
26,1,,,,,,
22,0.15,26,0.85,,,,
22,0.45,26,0.55,,,,
1,0.1,2,0.1,19,0.3,26,0.5
1,0.15,2,0.2,26,0.65,,
19,0.6,26,0.4,,,,
26,1,,,,,,
22,0.2,26,0.8,,,,
19,0.2,22,0.1,26,0.7,,
1,0.3,26,0.7,,,,
1,0.5,26,0.5,,,,
1,0.45,26,0.55,,,,
1,0.2,8,0.5,26,0.3,,
1,0.2,26,0.8,,,,
1,0.4,22,0.2,26,0.4,,
2,0.5,26,0.5,,,,
2,0.3,26,0.35,27,0.35,,
2,0.55,26,0.45,,,,
9,0.15,15,0.25,26,0.3,28,0.3
26,0.5,28,0.5,,,,
22,0.35,26,0.35,28,0.3,,
15,0.3,26,0.4,28,0.3,,
8,0.5,26,0.2,28,0.3,,
9,0.25,26,0.25,28,0.5,,
1,0.4,26,0.6,,,,
1,0.2,9,0.3,22,0.2,26,0.3
1,0.35,22,0.3,26,0.35,,
1,0.4,26,0.6,,,,
1,0.3,22,0.1,26,0.6,,
